ingredient,nutrient,quantity_per_gram,units
"Pecan nuts, kernel only",Calcium,0.61,GRAMS
"Pecan nuts, kernel only",Magnesium,1.3,GRAMS
"Pecan nuts, kernel only",Phosphorus,3.1,GRAMS
"Pecan nuts, kernel only",Iron,0.022,GRAMS
"Pecan nuts, kernel only",Zinc,0.053,GRAMS
"Pecan nuts, kernel only",Selenium,0.12,GRAMS
"Pecan nuts, kernel only",Iodine,0,GRAMS
"Pecan nuts, kernel only",Vitamin D,0,GRAMS
"Pecan nuts, kernel only",Vitamin E,0,GRAMS
"Pecan nuts, kernel only",Vitamin K1,0,GRAMS
"Pecan nuts, kernel only",Vitamin B1,0.007,GRAMS
"Pecan nuts, kernel only",Vitamin B2,0.002,GRAMS
"Pecan nuts, kernel only",Vitamin B3,0.014,GRAMS
"Pecan nuts, kernel only",Vitamin B6,0.002,GRAMS
"Pecan nuts, kernel only",Vitamin B12,0,GRAMS
"Pecan nuts, kernel only",Vitamin B9,0.39,GRAMS
"Pecan nuts, kernel only",Vitamin B5,0.017,GRAMS
"Pecan nuts, kernel only",Vitamin B7,0,GRAMS
"Pecan nuts, kernel only",Vitamin C,0,GRAMS
"Pepper, black",Protein,0.104,GRAMS
"Pepper, black",Fat,0.033,GRAMS
"Pepper, black",Carbohydrate,0,GRAMS
"Pepper, black",kcal,0,KCAL
"Pepper, black",Sugars,0.006,GRAMS
"Pepper, black",Fibre,0.253,GRAMS
"Pepper, black",Fatty acids,0.033,GRAMS
"Pepper, black",Saturated fat,0.014,GRAMS
"Pepper, black",Trans fat,0,GRAMS
"Pepper, black",Sodium,0.2,GRAMS
"Pepper, black",Potassium,13.29,GRAMS
"Pepper, black",Calcium,4.43,GRAMS
"Pepper, black",Magnesium,1.71,GRAMS
"Pepper, black",Phosphorus,1.58,GRAMS
"Pepper, black",Iron,0.097,GRAMS
"Pepper, black",Zinc,0.012,GRAMS
"Pepper, black",Selenium,0.05,GRAMS
"Pepper, black",Iodine,0,GRAMS
"Pepper, black",Vitamin D,0,GRAMS
"Pepper, black",Vitamin E,0,GRAMS
"Pepper, black",Vitamin K1,0,GRAMS
"Pepper, black",Vitamin B1,0.001,GRAMS
"Pepper, black",Vitamin B2,0.002,GRAMS
"Pepper, black",Vitamin B3,0.011,GRAMS
"Pepper, black",Vitamin B6,0.003,GRAMS
"Pepper, black",Vitamin B12,0,GRAMS
"Pepper, black",Vitamin B9,0.17,GRAMS
"Pepper, black",Vitamin B5,0.014,GRAMS
"Pepper, black",Vitamin B7,0,GRAMS
"Pepper, black",Vitamin C,0,GRAMS
"Pepper, capsicum, red, raw",Protein,0.008,GRAMS
"Pepper, capsicum, red, raw",Fat,0.002,GRAMS
"Pepper, capsicum, red, raw",Carbohydrate,0.043,GRAMS
"Pepper, capsicum, red, raw",kcal,0.21,KCAL
"Pepper, capsicum, red, raw",Sugars,0.042,GRAMS
"Pepper, capsicum, red, raw",Fibre,0.022,GRAMS
"Pepper, capsicum, red, raw",Fatty acids,0.002,GRAMS
"Pepper, capsicum, red, raw",Saturated fat,0.001,GRAMS
"Pepper, capsicum, red, raw",Trans fat,0,GRAMS
"Pepper, capsicum, red, raw",Sodium,0.01,GRAMS
"Pepper, capsicum, red, raw",Potassium,2.16,GRAMS
"Pepper, capsicum, red, raw",Calcium,0.07,GRAMS
"Pepper, capsicum, red, raw",Magnesium,0.11,GRAMS
"Pepper, capsicum, red, raw",Phosphorus,0.23,GRAMS
"Pepper, capsicum, red, raw",Iron,0.004,GRAMS
"Pepper, capsicum, red, raw",Zinc,0.002,GRAMS
"Pepper, capsicum, red, raw",Selenium,0,GRAMS
"Pepper, capsicum, red, raw",Iodine,0.03,GRAMS
"Pepper, capsicum, red, raw",Vitamin D,0,GRAMS
"Pepper, capsicum, red, raw",Vitamin E,0,GRAMS
"Pepper, capsicum, red, raw",Vitamin K1,0,GRAMS
"Pepper, capsicum, red, raw",Vitamin B1,0.001,GRAMS
"Pepper, capsicum, red, raw",Vitamin B2,0.001,GRAMS
"Pepper, capsicum, red, raw",Vitamin B3,0.005,GRAMS
"Pepper, capsicum, red, raw",Vitamin B6,0.002,GRAMS
"Pepper, capsicum, red, raw",Vitamin B12,0,GRAMS
"Pepper, capsicum, red, raw",Vitamin B9,0.75,GRAMS
"Pepper, capsicum, red, raw",Vitamin B5,0.003,GRAMS
"Pepper, capsicum, red, raw",Vitamin B7,0.033,GRAMS
"Pepper, capsicum, red, raw",Vitamin C,1.26,GRAMS
"Pepper, capsicum, yellow, raw",Protein,0.008,GRAMS
"Pepper, capsicum, yellow, raw",Fat,0.002,GRAMS
"Pepper, capsicum, yellow, raw",Carbohydrate,0.046,GRAMS
"Pepper, capsicum, yellow, raw",kcal,0.23,KCAL
"Pepper, capsicum, yellow, raw",Sugars,0.044,GRAMS
"Pepper, capsicum, yellow, raw",Fibre,0.022,GRAMS
"Pepper, capsicum, yellow, raw",Fatty acids,0.002,GRAMS
"Pepper, capsicum, yellow, raw",Saturated fat,0,GRAMS
"Pepper, capsicum, yellow, raw",Trans fat,0,GRAMS
"Pepper, capsicum, yellow, raw",Sodium,0.01,GRAMS
"Pepper, capsicum, yellow, raw",Potassium,1.89,GRAMS
"Pepper, capsicum, yellow, raw",Calcium,0.07,GRAMS
"Pepper, capsicum, yellow, raw",Magnesium,0.1,GRAMS
"Pepper, capsicum, yellow, raw",Phosphorus,0.21,GRAMS
"Pepper, capsicum, yellow, raw",Iron,0.005,GRAMS
"Pepper, capsicum, yellow, raw",Zinc,0.002,GRAMS
"Pepper, capsicum, yellow, raw",Selenium,0,GRAMS
"Pepper, capsicum, yellow, raw",Iodine,0.03,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin D,0,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin E,0,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin K1,0,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B1,0.001,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B2,0,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B3,0.004,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B6,0.002,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B12,0,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B9,0.3,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B5,0.004,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin B7,0.039,GRAMS
"Pepper, capsicum, yellow, raw",Vitamin C,1.21,GRAMS
"Pepper, cayenne, ground",Protein,0.12,GRAMS
"Pepper, cayenne, ground",Fat,0.173,GRAMS
"Pepper, cayenne, ground",Carbohydrate,0.317,GRAMS
"Pepper, cayenne, ground",kcal,3.18,KCAL
"Pepper, cayenne, ground",Sugars,0,GRAMS
"Pepper, cayenne, ground",Fibre,0,GRAMS
"Pepper, cayenne, ground",Fatty acids,0.173,GRAMS
"Pepper, cayenne, ground",Saturated fat,0.026,GRAMS
"Pepper, cayenne, ground",Trans fat,0,GRAMS
"Pepper, cayenne, ground",Sodium,0.3,GRAMS
"Pepper, cayenne, ground",Potassium,20.1,GRAMS
"Pepper, cayenne, ground",Calcium,1.5,GRAMS
"Pepper, cayenne, ground",Magnesium,1.5,GRAMS
"Pepper, cayenne, ground",Phosphorus,2.9,GRAMS
"Pepper, cayenne, ground",Iron,0.341,GRAMS
"Pepper, cayenne, ground",Zinc,0.02,GRAMS
"Pepper, cayenne, ground",Selenium,0.04,GRAMS
"Pepper, cayenne, ground",Iodine,0,GRAMS
"Pepper, cayenne, ground",Vitamin D,0,GRAMS
"Pepper, cayenne, ground",Vitamin E,0,GRAMS
"Pepper, cayenne, ground",Vitamin K1,0,GRAMS
"Pepper, cayenne, ground",Vitamin B1,0.003,GRAMS
"Pepper, cayenne, ground",Vitamin B2,0.009,GRAMS
"Pepper, cayenne, ground",Vitamin B3,0.087,GRAMS
"Pepper, cayenne, ground",Vitamin B6,0,GRAMS
"Pepper, cayenne, ground",Vitamin B12,0,GRAMS
"Pepper, cayenne, ground",Vitamin B9,0,GRAMS
"Pepper, cayenne, ground",Vitamin B5,0,GRAMS
"Pepper, cayenne, ground",Vitamin B7,0,GRAMS
"Pepper, cayenne, ground",Vitamin C,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Protein,0.029,GRAMS
"Peppers, capsicum, chilli, green, raw",Fat,0.006,GRAMS
"Peppers, capsicum, chilli, green, raw",Carbohydrate,0.007,GRAMS
"Peppers, capsicum, chilli, green, raw",kcal,0.2,KCAL
"Peppers, capsicum, chilli, green, raw",Sugars,0.007,GRAMS
"Peppers, capsicum, chilli, green, raw",Fibre,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Fatty acids,0.006,GRAMS
"Peppers, capsicum, chilli, green, raw",Saturated fat,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Trans fat,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Sodium,0.07,GRAMS
"Peppers, capsicum, chilli, green, raw",Potassium,2.2,GRAMS
"Peppers, capsicum, chilli, green, raw",Calcium,0.3,GRAMS
"Peppers, capsicum, chilli, green, raw",Magnesium,0.24,GRAMS
"Peppers, capsicum, chilli, green, raw",Phosphorus,0.8,GRAMS
"Peppers, capsicum, chilli, green, raw",Iron,0.012,GRAMS
"Peppers, capsicum, chilli, green, raw",Zinc,0.004,GRAMS
"Peppers, capsicum, chilli, green, raw",Selenium,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Iodine,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin D,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin E,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin K1,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B1,0.001,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B2,0.001,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B3,0.011,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B6,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B12,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B9,0.29,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B5,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin B7,0,GRAMS
"Peppers, capsicum, chilli, green, raw",Vitamin C,1.2,GRAMS
"Peppers, capsicum, chilli, red, raw",Protein,0.018,GRAMS
"Peppers, capsicum, chilli, red, raw",Fat,0.003,GRAMS
"Peppers, capsicum, chilli, red, raw",Carbohydrate,0.042,GRAMS
"Peppers, capsicum, chilli, red, raw",kcal,0.26,KCAL
"Peppers, capsicum, chilli, red, raw",Sugars,0.042,GRAMS
"Peppers, capsicum, chilli, red, raw",Fibre,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Fatty acids,0.003,GRAMS
"Peppers, capsicum, chilli, red, raw",Saturated fat,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Trans fat,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Sodium,0.12,GRAMS
"Peppers, capsicum, chilli, red, raw",Potassium,4.4,GRAMS
"Peppers, capsicum, chilli, red, raw",Calcium,0.16,GRAMS
"Peppers, capsicum, chilli, red, raw",Magnesium,0.21,GRAMS
"Peppers, capsicum, chilli, red, raw",Phosphorus,0.39,GRAMS
"Peppers, capsicum, chilli, red, raw",Iron,0.01,GRAMS
"Peppers, capsicum, chilli, red, raw",Zinc,0.003,GRAMS
"Peppers, capsicum, chilli, red, raw",Selenium,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Iodine,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin D,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin E,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin K1,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B1,0.001,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B2,0.002,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B3,0.022,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B6,0.003,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B12,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B9,0.23,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B5,0.001,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin B7,0,GRAMS
"Peppers, capsicum, chilli, red, raw",Vitamin C,2.25,GRAMS
"Peppers, capsicum, green, raw",Protein,0.008,GRAMS
"Peppers, capsicum, green, raw",Fat,0.003,GRAMS
"Peppers, capsicum, green, raw",Carbohydrate,0.026,GRAMS
"Peppers, capsicum, green, raw",kcal,0.15,KCAL
"Peppers, capsicum, green, raw",Sugars,0.024,GRAMS
"Peppers, capsicum, green, raw",Fibre,0,GRAMS
"Peppers, capsicum, green, raw",Fatty acids,0.003,GRAMS
"Peppers, capsicum, green, raw",Saturated fat,0.001,GRAMS
"Peppers, capsicum, green, raw",Trans fat,0,GRAMS
"Peppers, capsicum, green, raw",Sodium,0.04,GRAMS
"Peppers, capsicum, green, raw",Potassium,1.2,GRAMS
"Peppers, capsicum, green, raw",Calcium,0.08,GRAMS
"Peppers, capsicum, green, raw",Magnesium,0.1,GRAMS
"Peppers, capsicum, green, raw",Phosphorus,0.19,GRAMS
"Peppers, capsicum, green, raw",Iron,0.004,GRAMS
"Peppers, capsicum, green, raw",Zinc,0.001,GRAMS
"Peppers, capsicum, green, raw",Selenium,0,GRAMS
"Peppers, capsicum, green, raw",Iodine,0.01,GRAMS
"Peppers, capsicum, green, raw",Vitamin D,0,GRAMS
"Peppers, capsicum, green, raw",Vitamin E,0,GRAMS
"Peppers, capsicum, green, raw",Vitamin K1,0,GRAMS
"Peppers, capsicum, green, raw",Vitamin B1,0,GRAMS
"Peppers, capsicum, green, raw",Vitamin B2,0,GRAMS
"Peppers, capsicum, green, raw",Vitamin B3,0.001,GRAMS
"Peppers, capsicum, green, raw",Vitamin B6,0.003,GRAMS
"Peppers, capsicum, green, raw",Vitamin B12,0,GRAMS
"Peppers, capsicum, green, raw",Vitamin B9,0.36,GRAMS
"Peppers, capsicum, green, raw",Vitamin B5,0.001,GRAMS
"Peppers, capsicum, green, raw",Vitamin B7,0,GRAMS
"Peppers, capsicum, green, raw",Vitamin C,1.2,GRAMS
"Pineapple, flesh only, raw",Protein,0.005,GRAMS
"Pineapple, flesh only, raw",Fat,0.001,GRAMS
"Pineapple, flesh only, raw",Carbohydrate,0.114,GRAMS
"Pineapple, flesh only, raw",kcal,0.45,KCAL
"Pineapple, flesh only, raw",Sugars,0.114,GRAMS
"Pineapple, flesh only, raw",Fibre,0.012,GRAMS
"Pineapple, flesh only, raw",Fatty acids,0.001,GRAMS
"Pineapple, flesh only, raw",Saturated fat,0,GRAMS
"Pineapple, flesh only, raw",Trans fat,0,GRAMS
"Pineapple, flesh only, raw",Sodium,0,GRAMS
"Pineapple, flesh only, raw",Potassium,1.21,GRAMS
"Pineapple, flesh only, raw",Calcium,0.14,GRAMS
"Pineapple, flesh only, raw",Magnesium,0.11,GRAMS
"Pineapple, flesh only, raw",Phosphorus,0.06,GRAMS
"Pineapple, flesh only, raw",Iron,0.002,GRAMS
"Pineapple, flesh only, raw",Zinc,0.001,GRAMS
"Pineapple, flesh only, raw",Selenium,0,GRAMS
"Pineapple, flesh only, raw",Iodine,0,GRAMS
"Pineapple, flesh only, raw",Vitamin D,0,GRAMS
"Pineapple, flesh only, raw",Vitamin E,0,GRAMS
"Pineapple, flesh only, raw",Vitamin K1,0,GRAMS
"Pineapple, flesh only, raw",Vitamin B1,0.001,GRAMS
"Pineapple, flesh only, raw",Vitamin B2,0,GRAMS
"Pineapple, flesh only, raw",Vitamin B3,0.003,GRAMS
"Pineapple, flesh only, raw",Vitamin B6,0.001,GRAMS
"Pineapple, flesh only, raw",Vitamin B12,0,GRAMS
"Pineapple, flesh only, raw",Vitamin B9,0.12,GRAMS
"Pineapple, flesh only, raw",Vitamin B5,0.001,GRAMS
"Pineapple, flesh only, raw",Vitamin B7,0.005,GRAMS
"Pineapple, flesh only, raw",Vitamin C,0.53,GRAMS
"Potatoes, raw, flesh only",Protein,0.019,GRAMS
"Potatoes, raw, flesh only",Fat,0.001,GRAMS
"Potatoes, raw, flesh only",Carbohydrate,0.196,GRAMS
"Potatoes, raw, flesh only",kcal,0.82,KCAL
"Potatoes, raw, flesh only",Sugars,0.009,GRAMS
"Potatoes, raw, flesh only",Fibre,0.02,GRAMS
"Potatoes, raw, flesh only",Fatty acids,0.001,GRAMS
"Potatoes, raw, flesh only",Saturated fat,0,GRAMS
"Potatoes, raw, flesh only",Trans fat,0,GRAMS
"Potatoes, raw, flesh only",Sodium,0.02,GRAMS
"Potatoes, raw, flesh only",Potassium,4.43,GRAMS
"Potatoes, raw, flesh only",Calcium,0.07,GRAMS
"Potatoes, raw, flesh only",Magnesium,0.21,GRAMS
"Potatoes, raw, flesh only",Phosphorus,0.34,GRAMS
"Potatoes, raw, flesh only",Iron,0.003,GRAMS
"Potatoes, raw, flesh only",Zinc,0.003,GRAMS
"Potatoes, raw, flesh only",Selenium,0,GRAMS
"Potatoes, raw, flesh only",Iodine,0.01,GRAMS
"Potatoes, raw, flesh only",Vitamin D,0,GRAMS
"Potatoes, raw, flesh only",Vitamin E,0,GRAMS
"Potatoes, raw, flesh only",Vitamin K1,0,GRAMS
"Potatoes, raw, flesh only",Vitamin B1,0.002,GRAMS
"Potatoes, raw, flesh only",Vitamin B2,0,GRAMS
"Potatoes, raw, flesh only",Vitamin B3,0.003,GRAMS
"Potatoes, raw, flesh only",Vitamin B6,0.001,GRAMS
"Potatoes, raw, flesh only",Vitamin B12,0,GRAMS
"Potatoes, raw, flesh only",Vitamin B9,0.13,GRAMS
"Potatoes, raw, flesh only",Vitamin B5,0.004,GRAMS
"Potatoes, raw, flesh only",Vitamin B7,0.003,GRAMS
"Potatoes, raw, flesh only",Vitamin C,0.14,GRAMS
Pumpkin seeds,Protein,0.244,GRAMS
Pumpkin seeds,Fat,0.456,GRAMS
Pumpkin seeds,Carbohydrate,0.152,GRAMS
Pumpkin seeds,kcal,5.65,KCAL
Pumpkin seeds,Sugars,0.011,GRAMS
Pumpkin seeds,Fibre,0,GRAMS
Pumpkin seeds,Fatty acids,0.456,GRAMS
Pumpkin seeds,Saturated fat,0.07,GRAMS
Pumpkin seeds,Trans fat,0,GRAMS
Pumpkin seeds,Sodium,0.18,GRAMS
Pumpkin seeds,Potassium,8.2,GRAMS
Pumpkin seeds,Calcium,0.39,GRAMS
Pumpkin seeds,Magnesium,2.7,GRAMS
Pumpkin seeds,Phosphorus,8.5,GRAMS
Pumpkin seeds,Iron,0.1,GRAMS
Pumpkin seeds,Zinc,0.066,GRAMS
Pumpkin seeds,Selenium,0.06,GRAMS
Pumpkin seeds,Iodine,0,GRAMS
Pumpkin seeds,Vitamin D,0,GRAMS
Pumpkin seeds,Vitamin E,0,GRAMS
Pumpkin seeds,Vitamin K1,0,GRAMS
Pumpkin seeds,Vitamin B1,0.002,GRAMS
Pumpkin seeds,Vitamin B2,0.003,GRAMS
Pumpkin seeds,Vitamin B3,0.017,GRAMS
Pumpkin seeds,Vitamin B6,0,GRAMS
Pumpkin seeds,Vitamin B12,0,GRAMS
Pumpkin seeds,Vitamin B9,0,GRAMS
Pumpkin seeds,Vitamin B5,0,GRAMS
Pumpkin seeds,Vitamin B7,0,GRAMS
Pumpkin seeds,Vitamin C,0,GRAMS
"Pumpkin, flesh only, raw",Protein,0.007,GRAMS
"Pumpkin, flesh only, raw",Fat,0.002,GRAMS
"Pumpkin, flesh only, raw",Carbohydrate,0.022,GRAMS
"Pumpkin, flesh only, raw",kcal,0.13,KCAL
"Pumpkin, flesh only, raw",Sugars,0.017,GRAMS
"Pumpkin, flesh only, raw",Fibre,0,GRAMS
"Pumpkin, flesh only, raw",Fatty acids,0.002,GRAMS
"Pumpkin, flesh only, raw",Saturated fat,0.001,GRAMS
"Pumpkin, flesh only, raw",Trans fat,0,GRAMS
"Pumpkin, flesh only, raw",Sodium,0,GRAMS
"Pumpkin, flesh only, raw",Potassium,1.3,GRAMS
"Pumpkin, flesh only, raw",Calcium,0.29,GRAMS
"Pumpkin, flesh only, raw",Magnesium,0.1,GRAMS
"Pumpkin, flesh only, raw",Phosphorus,0.19,GRAMS
"Pumpkin, flesh only, raw",Iron,0.004,GRAMS
"Pumpkin, flesh only, raw",Zinc,0.002,GRAMS
"Pumpkin, flesh only, raw",Selenium,0,GRAMS
"Pumpkin, flesh only, raw",Iodine,0,GRAMS
"Pumpkin, flesh only, raw",Vitamin D,0,GRAMS
"Pumpkin, flesh only, raw",Vitamin E,0,GRAMS
"Pumpkin, flesh only, raw",Vitamin K1,0,GRAMS
"Pumpkin, flesh only, raw",Vitamin B1,0.002,GRAMS
"Pumpkin, flesh only, raw",Vitamin B2,0,GRAMS
"Pumpkin, flesh only, raw",Vitamin B3,0.001,GRAMS
"Pumpkin, flesh only, raw",Vitamin B6,0,GRAMS
"Pumpkin, flesh only, raw",Vitamin B12,0,GRAMS
"Pumpkin, flesh only, raw",Vitamin B9,0.1,GRAMS
"Pumpkin, flesh only, raw",Vitamin B5,0.004,GRAMS
"Pumpkin, flesh only, raw",Vitamin B7,0.004,GRAMS
"Pumpkin, flesh only, raw",Vitamin C,0.14,GRAMS
"Radish, red, flesh and skin, raw",Protein,0.007,GRAMS
"Radish, red, flesh and skin, raw",Fat,0.004,GRAMS
"Radish, red, flesh and skin, raw",Carbohydrate,0.014,GRAMS
"Radish, red, flesh and skin, raw",kcal,0.12,KCAL
"Radish, red, flesh and skin, raw",Sugars,0.014,GRAMS
"Radish, red, flesh and skin, raw",Fibre,0.011,GRAMS
"Radish, red, flesh and skin, raw",Fatty acids,0.004,GRAMS
"Radish, red, flesh and skin, raw",Saturated fat,0.002,GRAMS
"Radish, red, flesh and skin, raw",Trans fat,0,GRAMS
"Radish, red, flesh and skin, raw",Sodium,0.21,GRAMS
"Radish, red, flesh and skin, raw",Potassium,2.09,GRAMS
"Radish, red, flesh and skin, raw",Calcium,0.24,GRAMS
"Radish, red, flesh and skin, raw",Magnesium,0.06,GRAMS
"Radish, red, flesh and skin, raw",Phosphorus,0.15,GRAMS
"Radish, red, flesh and skin, raw",Iron,0.002,GRAMS
"Radish, red, flesh and skin, raw",Zinc,0.001,GRAMS
"Radish, red, flesh and skin, raw",Selenium,0,GRAMS
"Radish, red, flesh and skin, raw",Iodine,0.01,GRAMS
"Radish, red, flesh and skin, raw",Vitamin D,0,GRAMS
"Radish, red, flesh and skin, raw",Vitamin E,0,GRAMS
"Radish, red, flesh and skin, raw",Vitamin K1,0,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B1,0,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B2,0,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B3,0.004,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B6,0.001,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B12,0,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B9,0.38,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B5,0.002,GRAMS
"Radish, red, flesh and skin, raw",Vitamin B7,0.004,GRAMS
"Radish, red, flesh and skin, raw",Vitamin C,0.17,GRAMS
"Raspberries, raw",Protein,0.008,GRAMS
"Raspberries, raw",Fat,0.003,GRAMS
"Raspberries, raw",Carbohydrate,0.051,GRAMS
"Raspberries, raw",kcal,0.25,KCAL
"Raspberries, raw",Sugars,0.051,GRAMS
"Raspberries, raw",Fibre,0.037,GRAMS
"Raspberries, raw",Fatty acids,0.003,GRAMS
"Raspberries, raw",Saturated fat,0.001,GRAMS
"Raspberries, raw",Trans fat,0,GRAMS
"Raspberries, raw",Sodium,0,GRAMS
"Raspberries, raw",Potassium,1.64,GRAMS
"Raspberries, raw",Calcium,0.16,GRAMS
"Raspberries, raw",Magnesium,0.16,GRAMS
"Raspberries, raw",Phosphorus,0.28,GRAMS
"Raspberries, raw",Iron,0.004,GRAMS
"Raspberries, raw",Zinc,0.002,GRAMS
"Raspberries, raw",Selenium,0,GRAMS
"Raspberries, raw",Iodine,0.04,GRAMS
"Raspberries, raw",Vitamin D,0,GRAMS
"Raspberries, raw",Vitamin E,0,GRAMS
"Raspberries, raw",Vitamin K1,0,GRAMS
"Raspberries, raw",Vitamin B1,0,GRAMS
"Raspberries, raw",Vitamin B2,0,GRAMS
"Raspberries, raw",Vitamin B3,0.005,GRAMS
"Raspberries, raw",Vitamin B6,0.001,GRAMS
"Raspberries, raw",Vitamin B12,0,GRAMS
"Raspberries, raw",Vitamin B9,0.55,GRAMS
"Raspberries, raw",Vitamin B5,0.007,GRAMS
"Raspberries, raw",Vitamin B7,0.016,GRAMS
"Raspberries, raw",Vitamin C,0.19,GRAMS
"Rhubarb, stems only, raw",Protein,0.009,GRAMS
"Rhubarb, stems only, raw",Fat,0.001,GRAMS
"Rhubarb, stems only, raw",Carbohydrate,0.008,GRAMS
"Rhubarb, stems only, raw",kcal,0.07,KCAL
"Rhubarb, stems only, raw",Sugars,0.008,GRAMS
"Rhubarb, stems only, raw",Fibre,0,GRAMS
"Rhubarb, stems only, raw",Fatty acids,0.001,GRAMS
"Rhubarb, stems only, raw",Saturated fat,0,GRAMS
"Rhubarb, stems only, raw",Trans fat,0,GRAMS
"Rhubarb, stems only, raw",Sodium,0.03,GRAMS
"Rhubarb, stems only, raw",Potassium,2.9,GRAMS
"Rhubarb, stems only, raw",Calcium,0.93,GRAMS
"Rhubarb, stems only, raw",Magnesium,0.13,GRAMS
"Rhubarb, stems only, raw",Phosphorus,0.17,GRAMS
"Rhubarb, stems only, raw",Iron,0.003,GRAMS
"Rhubarb, stems only, raw",Zinc,0.001,GRAMS
"Rhubarb, stems only, raw",Selenium,0,GRAMS
"Rhubarb, stems only, raw",Iodine,0,GRAMS
"Rhubarb, stems only, raw",Vitamin D,0,GRAMS
"Rhubarb, stems only, raw",Vitamin E,0,GRAMS
"Rhubarb, stems only, raw",Vitamin K1,0,GRAMS
"Rhubarb, stems only, raw",Vitamin B1,0,GRAMS
"Rhubarb, stems only, raw",Vitamin B2,0,GRAMS
"Rhubarb, stems only, raw",Vitamin B3,0.003,GRAMS
"Rhubarb, stems only, raw",Vitamin B6,0,GRAMS
"Rhubarb, stems only, raw",Vitamin B12,0,GRAMS
"Rhubarb, stems only, raw",Vitamin B9,0.07,GRAMS
"Rhubarb, stems only, raw",Vitamin B5,0.001,GRAMS
"Rhubarb, stems only, raw",Vitamin B7,0,GRAMS
"Rhubarb, stems only, raw",Vitamin C,0.06,GRAMS
"Rocket, raw",Protein,0.036,GRAMS
"Rocket, raw",Fat,0.004,GRAMS
"Rocket, raw",Carbohydrate,0,GRAMS
"Rocket, raw",kcal,0.18,KCAL
"Rocket, raw",Sugars,0,GRAMS
"Rocket, raw",Fibre,0.017,GRAMS
"Rocket, raw",Fatty acids,0.004,GRAMS
"Rocket, raw",Saturated fat,0.001,GRAMS
"Rocket, raw",Trans fat,0,GRAMS
"Rocket, raw",Sodium,0.3,GRAMS
"Rocket, raw",Potassium,3.26,GRAMS
"Rocket, raw",Calcium,2.16,GRAMS
"Rocket, raw",Magnesium,0.28,GRAMS
"Rocket, raw",Phosphorus,0.44,GRAMS
"Rocket, raw",Iron,0.013,GRAMS
"Rocket, raw",Zinc,0.004,GRAMS
"Rocket, raw",Selenium,0.02,GRAMS
"Rocket, raw",Iodine,0.05,GRAMS
"Rocket, raw",Vitamin D,0,GRAMS
"Rocket, raw",Vitamin E,0,GRAMS
"Rocket, raw",Vitamin K1,0,GRAMS
"Rocket, raw",Vitamin B1,0.002,GRAMS
